SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
400097,7,5,4861,4,6287,2021-08-25,197565.60,29634.84,227200.44,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400135,4,5,4862,4,5090,2021-08-26,588192.00,88228.80,676420.80,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400138,7,5,4863,4,3635,2021-08-26,197148.80,29572.32,226721.12,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400163,4,5,4864,4,5401,2021-08-27,587472.00,88120.80,675592.80,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400166,7,5,4865,4,5395,2021-08-27,196732.00,29509.80,226241.80,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400216,4,5,4866,4,5426,2021-08-30,588096.00,88214.40,676310.40,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400219,7,5,4867,4,1661,2021-08-30,196315.20,29447.28,225762.48,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400220,4,7,,4,,2021-08-30,.00,.00,-3379702.80,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400221,7,7,,4,,2021-08-30,.00,.00,-1133605.60,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400264,4,5,4868,4,1545,2021-08-31,587376.00,88106.40,675482.40,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400267,7,5,4869,4,2468,2021-08-31,195898.40,29384.76,225283.16,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400303,4,5,4870,4,9255,2021-09-01,586656.00,87998.40,674654.40,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400306,7,5,4871,4,7155,2021-09-01,195481.60,29322.24,224803.84,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400334,4,5,4872,4,5393,2021-09-02,585936.00,87890.40,673826.40,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400337,7,5,4873,4,5818,2021-09-02,195372.00,29305.80,224677.80,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400379,4,5,4874,4,1284,2021-09-03,585408.00,87811.20,673219.20,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400382,7,5,4875,4,5757,2021-09-03,196315.20,29447.28,225762.48,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400419,4,5,4876,4,4749,2021-09-06,584688.00,87703.20,672391.20,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400422,7,5,4877,4,8025,2021-09-06,195898.40,29384.76,225283.16,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400423,4,7,,4,,2021-09-06,.00,.00,-3369573.60,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400424,7,7,,4,,2021-09-06,.00,.00,-1125810.44,.00,2021-09-06,True,20,2021-09-06 09:00:00.0000000
400448,4,5,4878,4,2297,2021-09-07,583968.00,87595.20,671563.20,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400451,7,5,4879,4,1163,2021-09-07,195481.60,29322.24,224803.84,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400493,4,5,4880,4,5393,2021-09-08,583248.00,87487.20,670735.20,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400496,7,5,4881,4,3031,2021-09-08,195064.80,29259.72,224324.52,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400535,4,5,4882,4,570,2021-09-09,582528.00,87379.20,669907.20,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400538,7,5,4883,4,7782,2021-09-09,194648.00,29197.20,223845.20,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400586,4,5,4884,4,4197,2021-09-10,582648.00,87397.20,670045.20,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400589,7,5,4885,4,5953,2021-09-10,194231.20,29134.68,223365.88,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400649,4,5,4886,4,3548,2021-09-13,581928.00,87289.20,669217.20,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400652,7,5,4887,4,32,2021-09-13,193814.40,29072.16,222886.56,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400655,4,5,4888,4,1201,2021-09-13,1260.00,189.00,1449.00,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400656,4,7,,4,,2021-09-13,.00,.00,-3352917.00,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400657,7,7,,4,,2021-09-13,.00,.00,-1119226.00,.00,2021-09-13,True,9,2021-09-13 09:00:00.0000000
400691,4,5,4889,4,8573,2021-09-14,582444.00,87366.60,669810.60,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400694,7,5,4890,4,793,2021-09-14,192980.80,28947.12,221927.92,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400719,4,5,4891,4,6163,2021-09-15,581724.00,87258.60,668982.60,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400722,7,5,4892,4,5348,2021-09-15,192564.00,28884.60,221448.60,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400761,4,5,4893,4,9805,2021-09-16,581100.00,87165.00,668265.00,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400764,7,5,4894,4,9370,2021-09-16,192147.20,28822.08,220969.28,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400814,4,5,4895,4,4013,2021-09-17,581052.00,87157.80,668209.80,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400817,7,5,4896,4,1042,2021-09-17,191730.40,28759.56,220489.96,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400868,4,5,4897,4,2816,2021-09-20,580332.00,87049.80,667381.80,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400871,7,5,4898,4,4511,2021-09-20,191313.60,28697.04,220010.64,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400873,4,5,4899,4,5667,2021-09-20,84.00,12.60,96.60,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400874,4,7,,4,,2021-09-20,.00,.00,-3342746.40,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400875,7,7,,4,,2021-09-20,.00,.00,-1104846.40,.00,2021-09-20,True,15,2021-09-20 09:00:00.0000000
400919,4,5,4900,4,2255,2021-09-21,579600.00,86940.00,666540.00,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
400922,7,5,4901,4,4423,2021-09-21,190480.00,28572.00,219052.00,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
400946,4,5,4902,4,6262,2021-09-22,578880.00,86832.00,665712.00,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
400949,7,5,4903,4,8629,2021-09-22,190063.20,28509.48,218572.68,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401002,4,5,4904,4,8384,2021-09-23,578160.00,86724.00,664884.00,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401005,7,5,4905,4,5710,2021-09-23,189646.40,28446.96,218093.36,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401046,4,5,4906,4,5097,2021-09-24,578280.00,86742.00,665022.00,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401049,7,5,4907,4,9091,2021-09-24,190759.60,28613.94,219373.54,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401104,4,5,4908,4,6026,2021-09-27,577560.00,86634.00,664194.00,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401107,7,5,4909,4,7738,2021-09-27,190342.80,28551.42,218894.22,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401108,4,7,,4,,2021-09-27,.00,.00,-3326352.00,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401109,7,7,,4,,2021-09-27,.00,.00,-1093985.80,.00,2021-09-27,True,12,2021-09-27 09:00:00.0000000
401131,4,5,4910,4,1143,2021-09-28,576840.00,86526.00,663366.00,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401134,7,5,4911,4,1447,2021-09-28,189926.00,28488.90,218414.90,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401178,4,5,4912,4,5184,2021-09-29,576120.00,86418.00,662538.00,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401181,7,5,4913,4,8930,2021-09-29,189509.20,28426.38,217935.58,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401237,4,5,4914,4,9580,2021-09-30,575400.00,86310.00,661710.00,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401240,7,5,4915,4,9106,2021-09-30,189092.40,28363.86,217456.26,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401286,4,5,4916,4,5407,2021-10-01,574680.00,86202.00,660882.00,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401289,7,5,4917,4,3159,2021-10-01,188675.60,28301.34,216976.94,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401359,4,5,4918,4,2563,2021-10-04,574380.00,86157.00,660537.00,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401362,7,5,4919,4,6522,2021-10-04,188598.80,28289.82,216888.62,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401363,4,7,,4,,2021-10-04,.00,.00,-3309033.00,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401364,7,7,,4,,2021-10-04,.00,.00,-1087672.30,.00,2021-10-04,True,18,2021-10-04 09:00:00.0000000
401404,4,5,4920,4,6744,2021-10-05,573660.00,86049.00,659709.00,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401407,7,5,4921,4,1719,2021-10-05,188182.00,28227.30,216409.30,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401443,4,5,4922,4,5856,2021-10-06,572940.00,85941.00,658881.00,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401446,7,5,4923,4,3072,2021-10-06,187765.20,28164.78,215929.98,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401478,4,5,4924,4,6642,2021-10-07,572304.00,85845.60,658149.60,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401481,7,5,4925,4,3722,2021-10-07,187348.40,28102.26,215450.66,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401513,4,5,4926,4,7557,2021-10-08,572904.00,85935.60,658839.60,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401516,7,5,4927,4,7619,2021-10-08,186931.60,28039.74,214971.34,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401572,4,5,4928,4,4325,2021-10-11,572184.00,85827.60,658011.60,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401575,7,5,4929,4,4683,2021-10-11,186860.40,28029.06,214889.46,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401576,4,7,,4,,2021-10-11,.00,.00,-3293590.80,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401577,7,7,,4,,2021-10-11,.00,.00,-1077650.74,.00,2021-10-11,True,15,2021-10-11 09:00:00.0000000
401610,4,5,4930,4,208,2021-10-12,571464.00,85719.60,657183.60,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401613,7,5,4931,4,4401,2021-10-12,186443.60,27966.54,214410.14,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401660,4,5,4932,4,5585,2021-10-13,570744.00,85611.60,656355.60,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401663,7,5,4933,4,4453,2021-10-13,186026.80,27904.02,213930.82,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401707,4,5,4934,4,444,2021-10-14,570024.00,85503.60,655527.60,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401710,7,5,4935,4,7207,2021-10-14,185610.00,27841.50,213451.50,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401753,4,5,4936,4,9989,2021-10-15,569304.00,85395.60,654699.60,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401756,7,5,4937,4,1455,2021-10-15,185193.20,27778.98,212972.18,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401802,4,5,4938,4,5963,2021-10-18,568584.00,85287.60,653871.60,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401805,7,5,4939,4,6185,2021-10-18,184776.40,27716.46,212492.86,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401806,4,7,,4,,2021-10-18,.00,.00,-3277638.00,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401807,7,7,,4,,2021-10-18,.00,.00,-1067257.50,.00,2021-10-18,True,18,2021-10-18 09:00:00.0000000
401839,4,5,4940,4,2400,2021-10-19,568596.00,85289.40,653885.40,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
401842,7,5,4941,4,3413,2021-10-19,184359.60,27653.94,212013.54,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
401890,4,5,4942,4,5529,2021-10-20,568464.00,85269.60,653733.60,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
401893,7,5,4943,4,3746,2021-10-20,183942.80,27591.42,211534.22,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
401917,4,5,4944,4,2333,2021-10-21,567744.00,85161.60,652905.60,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
401920,7,5,4945,4,5828,2021-10-21,185056.00,27758.40,212814.40,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
401971,4,5,4946,4,7002,2021-10-22,567444.00,85116.60,652560.60,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
401974,7,5,4947,4,9244,2021-10-22,184639.20,27695.88,212335.08,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
402016,4,5,4948,4,1551,2021-10-25,566724.00,85008.60,651732.60,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
402019,7,5,4949,4,9653,2021-10-25,184222.40,27633.36,211855.76,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
402020,4,7,,4,,2021-10-25,.00,.00,-3264817.80,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
402021,7,7,,4,,2021-10-25,.00,.00,-1060553.00,.00,2021-10-25,True,10,2021-10-25 09:00:00.0000000
402048,4,5,4950,4,4187,2021-10-26,566004.00,84900.60,650904.60,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402051,7,5,4951,4,8803,2021-10-26,183805.60,27570.84,211376.44,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402097,4,5,4952,4,9832,2021-10-27,565704.00,84855.60,650559.60,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402100,7,5,4953,4,1930,2021-10-27,183388.80,27508.32,210897.12,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402149,4,5,4954,4,6153,2021-10-28,565176.00,84776.40,649952.40,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402152,7,5,4955,4,9542,2021-10-28,182972.00,27445.80,210417.80,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402178,4,5,4956,4,2290,2021-10-29,564840.00,84726.00,649566.00,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402181,7,5,4957,4,4888,2021-10-29,182555.20,27383.28,209938.48,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402228,4,5,4958,4,9331,2021-11-01,564456.00,84668.40,649124.40,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402231,7,5,4959,4,597,2021-11-01,182478.40,27371.76,209850.16,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402232,4,7,,4,,2021-11-01,.00,.00,-3250107.00,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402233,7,7,,4,,2021-11-01,.00,.00,-1052480.00,.00,2021-11-01,True,10,2021-11-01 09:00:00.0000000
402251,4,5,4960,4,6544,2021-11-02,563736.00,84560.40,648296.40,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402254,7,5,4961,4,575,2021-11-02,182061.60,27309.24,209370.84,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402301,4,5,4962,4,9641,2021-11-03,563592.00,84538.80,648130.80,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402304,7,5,4963,4,71,2021-11-03,181760.00,27264.00,209024.00,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402353,4,5,4964,4,5953,2021-11-04,563040.00,84456.00,647496.00,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402356,7,5,4965,4,378,2021-11-04,181343.20,27201.48,208544.68,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402385,4,5,4966,4,3604,2021-11-05,562320.00,84348.00,646668.00,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402388,7,5,4967,4,4791,2021-11-05,180926.40,27138.96,208065.36,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402439,4,5,4968,4,1442,2021-11-08,563064.00,84459.60,647523.60,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402442,7,5,4969,4,99,2021-11-08,180509.60,27076.44,207586.04,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402443,4,7,,4,,2021-11-08,.00,.00,-3238114.80,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402444,7,7,,4,,2021-11-08,.00,.00,-1042590.92,.00,2021-11-08,True,14,2021-11-08 09:00:00.0000000
402464,4,5,4970,4,248,2021-11-09,562344.00,84351.60,646695.60,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402467,7,5,4971,4,7917,2021-11-09,180092.80,27013.92,207106.72,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402500,4,5,4972,4,3941,2021-11-10,561624.00,84243.60,645867.60,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402503,7,5,4973,4,5904,2021-11-10,179676.00,26951.40,206627.40,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402551,4,5,4974,4,4928,2021-11-11,560904.00,84135.60,645039.60,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402554,7,5,4975,4,6608,2021-11-11,179259.20,26888.88,206148.08,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402604,4,5,4976,4,3802,2021-11-12,561780.00,84267.00,646047.00,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402607,7,5,4977,4,2290,2021-11-12,178842.40,26826.36,205668.76,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402676,4,5,4978,4,5313,2021-11-15,561396.00,84209.40,645605.40,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402679,7,5,4979,4,1636,2021-11-15,178425.60,26763.84,205189.44,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402682,4,5,4980,4,2002,2021-11-15,1248.00,187.20,1435.20,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402683,4,7,,4,,2021-11-15,.00,.00,-3230690.40,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402684,7,7,,4,,2021-11-15,.00,.00,-1030740.40,.00,2021-11-15,True,8,2021-11-15 09:00:00.0000000
402706,4,5,4981,4,2746,2021-11-16,561948.00,84292.20,646240.20,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402709,7,5,4982,4,2462,2021-11-16,177592.00,26638.80,204230.80,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402746,4,5,4983,4,1145,2021-11-17,561228.00,84184.20,645412.20,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402749,7,5,4984,4,8581,2021-11-17,177175.20,26576.28,203751.48,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402775,4,5,4985,4,977,2021-11-18,560508.00,84076.20,644584.20,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402778,7,5,4986,4,355,2021-11-18,176758.40,26513.76,203272.16,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402820,4,5,4987,4,1094,2021-11-19,560880.00,84132.00,645012.00,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402823,7,5,4988,4,3813,2021-11-19,176648.80,26497.32,203146.12,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402890,4,5,4989,4,4923,2021-11-22,560928.00,84139.20,645067.20,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402893,7,5,4990,4,2592,2021-11-22,176232.00,26434.80,202666.80,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402894,4,7,,4,,2021-11-22,.00,.00,-3226315.80,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402895,7,7,,4,,2021-11-22,.00,.00,-1017067.36,.00,2021-11-22,True,20,2021-11-22 09:00:00.0000000
402922,4,5,4991,4,5300,2021-11-23,560208.00,84031.20,644239.20,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
402925,7,5,4992,4,5840,2021-11-23,175815.20,26372.28,202187.48,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
402967,4,5,4993,4,8027,2021-11-24,560160.00,84024.00,644184.00,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
402970,7,5,4994,4,4409,2021-11-24,175398.40,26309.76,201708.16,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403000,4,5,4995,4,2251,2021-11-25,559440.00,83916.00,643356.00,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403003,7,5,4996,4,8600,2021-11-25,174981.60,26247.24,201228.84,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403052,4,5,4997,4,3921,2021-11-26,558972.00,83845.80,642817.80,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403055,7,5,4998,4,238,2021-11-26,174910.40,26236.56,201146.96,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403091,4,5,4999,4,5588,2021-11-29,558252.00,83737.80,641989.80,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403094,7,5,5000,4,5555,2021-11-29,174493.60,26174.04,200667.64,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403095,4,7,,4,,2021-11-29,.00,.00,-3216586.80,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403096,7,7,,4,,2021-11-29,.00,.00,-1006939.08,.00,2021-11-29,True,4,2021-11-29 09:00:00.0000000
403130,4,5,5001,4,5217,2021-11-30,557784.00,83667.60,641451.60,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403133,7,5,5002,4,8656,2021-11-30,174076.80,26111.52,200188.32,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403158,4,5,5003,4,2029,2021-12-01,557640.00,83646.00,641286.00,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403161,7,5,5004,4,9719,2021-12-01,173660.00,26049.00,199709.00,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403193,4,5,5005,4,640,2021-12-02,556920.00,83538.00,640458.00,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403196,7,5,5006,4,8620,2021-12-02,173243.20,25986.48,199229.68,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403229,4,5,5007,4,8517,2021-12-03,556200.00,83430.00,639630.00,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403232,7,5,5008,4,6858,2021-12-03,172826.40,25923.96,198750.36,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403280,4,5,5009,4,4959,2021-12-06,555480.00,83322.00,638802.00,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403283,7,5,5010,4,433,2021-12-06,172409.60,25861.44,198271.04,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403285,4,5,5011,4,6220,2021-12-06,168.00,25.20,193.20,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403286,4,7,,4,,2021-12-06,.00,.00,-3201820.80,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403287,7,7,,4,,2021-12-06,.00,.00,-996148.40,.00,2021-12-06,True,14,2021-12-06 09:00:00.0000000
403310,4,5,5012,4,7874,2021-12-07,554736.00,83210.40,637946.40,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403313,7,5,5013,4,7027,2021-12-07,172426.00,25863.90,198289.90,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403351,4,5,5014,4,8192,2021-12-08,554016.00,83102.40,637118.40,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403354,7,5,5015,4,3857,2021-12-08,172009.20,25801.38,197810.58,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403401,4,5,5016,4,5794,2021-12-09,553296.00,82994.40,636290.40,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403404,7,5,5017,4,8114,2021-12-09,171592.40,25738.86,197331.26,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403450,4,5,5018,4,5078,2021-12-10,552576.00,82886.40,635462.40,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403453,7,5,5019,4,3396,2021-12-10,171175.60,25676.34,196851.94,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403508,4,5,5020,4,6217,2021-12-13,551856.00,82778.40,634634.40,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403511,7,5,5021,4,4423,2021-12-13,170758.80,25613.82,196372.62,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403512,4,7,,4,,2021-12-13,.00,.00,-3181452.00,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403513,7,7,,4,,2021-12-13,.00,.00,-986656.30,.00,2021-12-13,True,12,2021-12-13 09:00:00.0000000
403544,4,5,5022,4,3067,2021-12-14,551136.00,82670.40,633806.40,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403547,7,5,5023,4,2625,2021-12-14,170572.40,25585.86,196158.26,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403577,4,5,5024,4,3136,2021-12-15,550416.00,82562.40,632978.40,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403580,7,5,5025,4,5801,2021-12-15,170155.60,25523.34,195678.94,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403623,4,5,5026,4,6416,2021-12-16,549696.00,82454.40,632150.40,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403626,7,5,5027,4,7258,2021-12-16,169738.80,25460.82,195199.62,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403664,4,5,5028,4,7373,2021-12-17,548976.00,82346.40,631322.40,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403667,7,5,5029,4,5983,2021-12-17,169322.00,25398.30,194720.30,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403703,4,5,5030,4,2469,2021-12-20,548256.00,82238.40,630494.40,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403706,7,5,5031,4,5671,2021-12-20,168905.20,25335.78,194240.98,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403708,4,5,5032,4,6793,2021-12-20,288.00,43.20,331.20,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403709,4,7,,4,,2021-12-20,.00,.00,-3161083.20,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403710,7,7,,4,,2021-12-20,.00,.00,-975998.10,.00,2021-12-20,True,15,2021-12-20 09:00:00.0000000
403746,4,5,5033,4,3848,2021-12-21,547656.00,82148.40,629804.40,.00,2021-12-27,True,7,2021-12-27 09:00:00.0000000
